
  construction Description: Metal/Masonry  ,  constructionCode: 2
  construction Description: Concrete Block
Brick  ,  constructionCode: 1
  construction Description: Concrete  / post tension cables  ,  constructionCode: 1
  construction Description: Poured Concrete  Roof / Metal Trusses  ,  constructionCode: 1
  construction Description: Concrete Foundation / Wood Frame  ,  constructionCode: 1
  construction Description: Concrete  ,  constructionCode: 1
  construction Description: Concrete Panels & Steel  ,  constructionCode: 1
  construction Description: Concrete tilt up  ,  constructionCode: 1
  construction Description: Concrete/Metal  ,  constructionCode: 1
  construction Description: Concrete tilt up & Steel  ,  constructionCode: 1
  construction Description: Concrete tilt wall  ,  constructionCode: 1
  construction Description: Concrete Tilt  ,  constructionCode: 1
  construction Description: Concrete & Frame  ,  constructionCode: 1
  construction Description: Concrete/Tilt Up  ,  constructionCode: 1
  construction Description: Concrete/Wood  ,  constructionCode: 1
  construction Description: Concrete/
Masonry  ,  constructionCode: 1
  construction Description: Concrete & Metal Shed  ,  constructionCode: 1
  construction Description: fire resistive  ,  constructionCode: 1
  construction Description: Fire Resist. Steel  ,  constructionCode: 1
  construction Description: concrete stucco  ,  constructionCode: 1
  construction Description: Concrete wood  ,  constructionCode: 1
  construction Description: Concrete Tilt up  ,  constructionCode: 1
  construction Description: concrete tilt up  ,  constructionCode: 1
  construction Description: concrete & steel  ,  constructionCode: 1
  construction Description: concrete/cement   ,  constructionCode: 1
  construction Description: concrete  steel  ,  constructionCode: 1
  construction Description: Concrete block/ Glass  ,  constructionCode: 1
  construction Description: Concrete  steel rack  ,  constructionCode: 1
  construction Description: Concrete Steel  ,  constructionCode: 1
  construction Description: Concrete & Steel  ,  constructionCode: 1
  construction Description: Concrete  Pre Fab  ,  constructionCode: 1
  construction Description: ISO 6   Fire resistive  |100%  ,  constructionCode: 1
  construction Description: ISO 6   Fire resistive  ,  constructionCode: 1
  construction Description: Steel Frame/Masonry Exterior  ,  constructionCode: 1
  construction Description: Steel Frame & Concrete  ,  constructionCode: 1
  construction Description: Steel frame  concrete tilt up  ,  constructionCode: 1
  construction Description: Steel frame  precast concrete exterior wall  ,  constructionCode: 1
  construction Description: Block Masonry Steel  ,  constructionCode: 1
  construction Description: Block  Masonry  Steel  ,  constructionCode: 1
  construction Description: Brick  ,  constructionCode: 1
  construction Description: Concrete Block / Steel  ,  constructionCode: 1
  construction Description: Masonry/Steel  ,  constructionCode: 1
  construction Description: Brick concrete block  ,  constructionCode: 1
  construction Description: brick  ,  constructionCode: 1
  construction Description: steel  ,  constructionCode: 1
  construction Description: brick metal  ,  constructionCode: 1
  construction Description: brick/stucco  ,  constructionCode: 1
  construction Description: Brick / steel frame  ,  constructionCode: 1
  construction Description: Brick & Block  ,  constructionCode: 1
  construction Description: Brick Metal Sheeting  ,  constructionCode: 1
  construction Description: Steel  ,  constructionCode: 1
  construction Description: Bricks concrete  ,  constructionCode: 1
  construction Description: Bricks  stone  ,  constructionCode: 1
  construction Description: Concrete Block & Steel  ,  constructionCode: 1
  construction Description: Concrete Tilt Wall  ,  constructionCode: 1
  construction Description: Concrete T ilt Wall  ,  constructionCode: 1
  construction Description: Concrete tilt up  ,  constructionCode: 1
  construction Description: Concrete Masonry  ,  constructionCode: 1
  construction Description: Concrete/Metal  ,  constructionCode: 1
  construction Description: Tilt up Concrete  ,  constructionCode: 1
  construction Description: Brick  ,  constructionCode: 1
  construction Description: concrete tilt Wall  ,  constructionCode: 1
  construction Description: Concrete tilt wall  ,  constructionCode: 1
  construction Description: Concrete Block / Steel  ,  constructionCode: 1
  construction Description: Concrete Tilt  ,  constructionCode: 1
  construction Description: Concrete & Frame  ,  constructionCode: 1
  construction Description: Steel/Concrete  ,  constructionCode: 1
  construction Description: Steel / Concrete / Brick / Timber  ,  constructionCode: 1
  construction Description: Concrete/Tilt Up  ,  constructionCode: 1
  construction Description: Concrete/Wood  ,  constructionCode: 1
  construction Description: Masonry / Brick  ,  constructionCode: 1
  construction Description: Concrete/
Masonry  ,  constructionCode: 1
  construction Description: concrete  ,  constructionCode: 1
  construction Description: Brick concrete block  ,  constructionCode: 1
  construction Description: concrete block  ,  constructionCode: 1
  construction Description: concrete masonry block  ,  constructionCode: 1
  construction Description: masonry brick  ,  constructionCode: 1
  construction Description: concrete cinder block  ,  constructionCode: 1
  construction Description: wood concrete block  ,  constructionCode: 1
  construction Description: block concrete  ,  constructionCode: 1
  construction Description: concrete block brick  ,  constructionCode: 1
  construction Description: Concrete block wood frame  ,  constructionCode: 1
  construction Description: concrete stucco  ,  constructionCode: 1
  construction Description: Concrete wood  ,  constructionCode: 1
  construction Description: steel concrete  ,  constructionCode: 1
  construction Description: concrete sheetrock  ,  constructionCode: 1
  construction Description: brick concrete  ,  constructionCode: 1
  construction Description: Concrete Block non sprinklered  ,  constructionCode: 1
  construction Description: concrete/cinderblock  ,  constructionCode: 1
  construction Description: Precast Concrete  ,  constructionCode: 1
  construction Description: Precaste Concrete  ,  constructionCode: 1
  construction Description: Concrete Tilt up  ,  constructionCode: 1
  construction Description: concrete Tilt up  ,  constructionCode: 1
  construction Description: Steel / Brick  ,  constructionCode: 1
  construction Description: Metal Brick  ,  constructionCode: 1
  construction Description: Exterior Concrete Block  ,  constructionCode: 1
  construction Description: concrete tilt up  ,  constructionCode: 1
  construction Description: Concrete structure  ,  constructionCode: 1
  construction Description: Concrete frame structure  ,  constructionCode: 1
  construction Description: Armoned Concrete  ,  constructionCode: 1
  construction Description: concrete/cement   ,  constructionCode: 1
  construction Description: Concrete block/ Glass  ,  constructionCode: 1
  construction Description: Concrete / Brick / Iron curtains  ,  constructionCode: 1
  construction Description: Concrete  steel rack  couplers  ,  constructionCode: 1
  construction Description: Concrete  steel rack  ,  constructionCode: 1
  construction Description: Concrete Steel  ,  constructionCode: 1
  construction Description: Concrete & Steel  ,  constructionCode: 1
  construction Description: Concrete  Steel rack couplers  ,  constructionCode: 1
  construction Description: Concrete & Steel Frame  ,  constructionCode: 1
  construction Description: Concrete
Stucco  ,  constructionCode: 1
  construction Description: Concrete masonry wall  ,  constructionCode: 1
  construction Description: Steel Concrete Block  ,  constructionCode: 1
  construction Description: Concrete  Pre Fab  ,  constructionCode: 1
  construction Description: Steel Concrete  ,  constructionCode: 1
